participant_idx,group_number,timestamp,clip_number,group_range,Q1_false_memory,Q2_confidence,Q3_audio_judgment,Q4_confidence,Q5_발음,Q5_억양,Q5_감정 표현,Q5_음질,Q5_박자감(리듬감),Q5_숨소리나 호흡의 자연스러운 정도,Q6_likeability,Q7_listening_freq,Q8_voice_familiarity,Q1_false_memory_binary,Q2_confidence_num,Q3_judgment_category,Q3_judgment_num,Q4_confidence_num,Q6_likeability_num,Q7_listening_freq_num,Q8_voice_familiarity_num,Q5_발음_num,Q5_억양_num,Q5_감정 표현_num,Q5_음질_num,Q5_박자감(리듬감)_num,Q5_숨소리나 호흡의 자연스러운 정도_num
21,2,2025-07-12 19:21:32.363,1,1-8,(1) 예,(2) 별로 확신하지 않는다,"(5) 실제 가수가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(4) 꽤 확신한다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 보통이다,(2) 거의 들어본 적 없다,(2) 거의 모른다,1.0,2.0,Real,5.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0
21,2,2025-07-12 19:21:32.363,2,1-8,(2) 아니요,(4) 꽤 확신한다,"(4) 모창 가수(실제 사람)가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(4) 꽤 확신한다,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 보통이다,(4) 자주 듣는다,(4) 꽤 잘 안다,0.0,4.0,Other,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0
21,2,2025-07-12 19:21:32.363,3,1-8,(2) 아니요,(4) 꽤 확신한다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(4) 꽤 확신한다,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(2) 불쾌하다,(2) 거의 들어본 적 없다,(2) 거의 모른다,0.0,4.0,AI,1.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0
21,2,2025-07-12 19:21:32.363,4,1-8,(2) 아니요,(5) 매우 확신한다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(4) 꽤 확신한다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(5) 매우 큰 영향을 미침,(5) 매우 큰 영향을 미침,(4) 상당한 영향을 미침,(1) 매우 불쾌하다,(4) 자주 듣는다,(4) 꽤 잘 안다,0.0,5.0,AI,1.0,4.0,1.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0
22,1,2025-07-13 15:19:34.572,1,1-8,(2) 아니요,(4) 꽤 확신한다,"(5) 실제 가수가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(4) 꽤 확신한다,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(5) 매우 큰 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(5) 매우 호감이다,(3) 보통이다,(2) 거의 모른다,0.0,4.0,Real,5.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0
22,1,2025-07-13 15:19:34.572,2,1-8,(2) 아니요,(4) 꽤 확신한다,"(3) 모창 가수(실제 사람)가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(3) 보통이다,(5) 매우 큰 영향을 미침,(4) 상당한 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(3) 보통이다,(4) 자주 듣는다,(4) 꽤 잘 안다,0.0,4.0,Other,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0
22,1,2025-07-13 15:19:34.572,3,1-8,(2) 아니요,(3) 보통이다,"(5) 실제 가수가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(4) 꽤 확신한다,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(3) 다소 영향을 미침,(5) 매우 큰 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(5) 매우 호감이다,(3) 보통이다,(2) 거의 모른다,0.0,3.0,Real,5.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0
22,1,2025-07-13 15:19:34.572,4,1-8,(2) 아니요,(3) 보통이다,"(4) 모창 가수(실제 사람)가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(2) 별로 확신하지 않는다,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(5) 매우 큰 영향을 미침,(3) 다소 영향을 미침,(5) 매우 큰 영향을 미침,(3) 보통이다,(4) 자주 듣는다,(4) 꽤 잘 안다,0.0,3.0,Other,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0
23,1,2025-07-13 15:48:07.543,1,1-8,(2) 아니요,(4) 꽤 확신한다,"(5) 실제 가수가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(2) 별로 확신하지 않는다,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(3) 보통이다,(3) 보통이다,(2) 거의 모른다,0.0,4.0,Real,5.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
23,1,2025-07-13 15:48:07.543,2,1-8,(1) 예,(2) 별로 확신하지 않는다,"(6) 실제 가수가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(2) 별로 확신하지 않는다,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(3) 보통이다,(4) 자주 듣는다,(3) 보통이다,1.0,2.0,Real,6.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0
23,1,2025-07-13 15:48:07.543,3,1-8,(2) 아니요,(4) 꽤 확신한다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(2) 별로 확신하지 않는다,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 보통이다,(3) 보통이다,(2) 거의 모른다,0.0,4.0,AI,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0
23,1,2025-07-13 15:48:07.543,4,1-8,(2) 아니요,(4) 꽤 확신한다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 보통이다,(4) 자주 듣는다,(3) 보통이다,0.0,4.0,AI,1.0,,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0
24,2,2025-07-13 16:22:26.398,1,1-8,(2) 아니요,(5) 매우 확신한다,"(6) 실제 가수가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(4) 꽤 확신한다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(5) 매우 큰 영향을 미침,(5) 매우 큰 영향을 미침,(2) 거의 영향을 미치지 않음,(5) 매우 큰 영향을 미침,(5) 매우 호감이다,(4) 자주 듣는다,(3) 보통이다,0.0,5.0,Real,6.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0
24,2,2025-07-13 16:22:26.398,2,1-8,(2) 아니요,(5) 매우 확신한다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(3) 보통이다,(5) 매우 큰 영향을 미침,(5) 매우 큰 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(2) 불쾌하다,(3) 보통이다,(2) 거의 모른다,0.0,5.0,AI,1.0,3.0,2.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,2.0
24,2,2025-07-13 16:22:26.398,3,1-8,(2) 아니요,(5) 매우 확신한다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(4) 꽤 확신한다,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(5) 매우 큰 영향을 미침,(3) 다소 영향을 미침,(5) 매우 큰 영향을 미침,(1) 매우 불쾌하다,(4) 자주 듣는다,(3) 보통이다,0.0,5.0,AI,1.0,4.0,1.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,5.0
24,2,2025-07-13 16:22:26.398,4,1-8,(2) 아니요,(5) 매우 확신한다,"(3) 모창 가수(실제 사람)가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(5) 매우 확신한다,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(3) 다소 영향을 미침,(5) 매우 큰 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(3) 보통이다,(3) 보통이다,(2) 거의 모른다,0.0,5.0,Other,3.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0
25,2,2025-07-13 16:55:35.273,1,1-8,(2) 아니요,(2) 별로 확신하지 않는다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(1) 전혀 확신하지 않는다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(1) 전혀 영향을 미치지 않음,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(4) 호감이다,(4) 자주 듣는다,(3) 보통이다,0.0,2.0,AI,1.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0
25,2,2025-07-13 16:55:35.273,2,1-8,(2) 아니요,(3) 보통이다,"(4) 모창 가수(실제 사람)가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(1) 전혀 확신하지 않는다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(1) 전혀 영향을 미치지 않음,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(4) 호감이다,(5) 매우 자주 듣는다,(4) 꽤 잘 안다,0.0,3.0,Other,4.0,1.0,4.0,5.0,4.0,3.0,3.0,1.0,3.0,2.0,3.0
25,2,2025-07-13 16:55:35.273,3,1-8,(2) 아니요,(2) 별로 확신하지 않는다,"(3) 모창 가수(실제 사람)가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(1) 전혀 확신하지 않는다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(1) 전혀 영향을 미치지 않음,(4) 상당한 영향을 미침,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(4) 호감이다,(4) 자주 듣는다,(3) 보통이다,0.0,2.0,Other,3.0,1.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0
25,2,2025-07-13 16:55:35.273,4,1-8,(2) 아니요,(3) 보통이다,"(3) 모창 가수(실제 사람)가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(2) 별로 확신하지 않는다,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(1) 전혀 영향을 미치지 않음,(4) 상당한 영향을 미침,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(4) 호감이다,(5) 매우 자주 듣는다,(4) 꽤 잘 안다,0.0,3.0,Other,3.0,2.0,4.0,5.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0
26,1,2025-07-13 17:25:26.059,1,1-8,(1) 예,(2) 별로 확신하지 않는다,"(5) 실제 가수가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(3) 보통이다,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(3) 다소 영향을 미침,(1) 전혀 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(4) 호감이다,(3) 보통이다,(4) 꽤 잘 안다,1.0,2.0,Real,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0
26,1,2025-07-13 17:25:26.059,2,1-8,(2) 아니요,(2) 별로 확신하지 않는다,(2) MIDI 기반 음성 합성 엔진(예:보컬로이드) 를 이용해 생선된 음원으로 보인다.,(4) 꽤 확신한다,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(5) 매우 큰 영향을 미침,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(5) 매우 큰 영향을 미침,(2) 불쾌하다,(3) 보통이다,(3) 보통이다,0.0,2.0,AI,2.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,2.0,2.0,5.0
26,1,2025-07-13 17:25:26.059,3,1-8,(2) 아니요,(4) 꽤 확신한다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(4) 꽤 확신한다,(2) 거의 영향을 미치지 않음,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,,(5) 매우 큰 영향을 미침,(1) 매우 불쾌하다,(3) 보통이다,(4) 꽤 잘 안다,0.0,4.0,AI,1.0,4.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,,5.0
26,1,2025-07-13 17:25:26.059,4,1-8,(2) 아니요,(2) 별로 확신하지 않는다,"(5) 실제 가수가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(2) 별로 확신하지 않는다,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(5) 매우 큰 영향을 미침,(3) 보통이다,(3) 보통이다,(3) 보통이다,0.0,2.0,Real,5.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0
27,8,2025-07-13 18:20:32.500,1,1-8,(2) 아니요,(4) 꽤 확신한다,"(6) 실제 가수가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(2) 별로 확신하지 않는다,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(3) 보통이다,(3) 보통이다,(3) 보통이다,0.0,4.0,Real,6.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0
27,8,2025-07-13 18:20:32.500,2,1-8,(2) 아니요,(3) 보통이다,"(6) 실제 가수가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(2) 별로 확신하지 않는다,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(3) 다소 영향을 미침,(5) 매우 큰 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 보통이다,(2) 거의 들어본 적 없다,(2) 거의 모른다,0.0,3.0,Real,6.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,3.0
27,8,2025-07-13 18:20:32.500,3,1-8,(2) 아니요,(4) 꽤 확신한다,(2) MIDI 기반 음성 합성 엔진(예:보컬로이드) 를 이용해 생선된 음원으로 보인다.,(2) 별로 확신하지 않는다,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(4) 호감이다,(3) 보통이다,(3) 보통이다,0.0,4.0,AI,2.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0
27,8,2025-07-13 18:20:32.500,4,1-8,(2) 아니요,(3) 보통이다,"(6) 실제 가수가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(2) 별로 확신하지 않는다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(5) 매우 큰 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(3) 보통이다,(2) 거의 들어본 적 없다,(2) 거의 모른다,0.0,3.0,Real,6.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,5.0,3.0,4.0
0,15,2025-06-25 16:39:37.478,1,9-16,(1) 예,(2) 별로 확신하지 않는다,"(6) 실제 가수가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(2) 별로 확신하지 않는다,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(4) 상당한 영향을 미침,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(4) 호감이다,(3) 보통이다,(4) 꽤 잘 안다,1.0,2.0,Real,6.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0
0,15,2025-06-25 16:39:37.478,2,9-16,(1) 예,(3) 보통이다,"(5) 실제 가수가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(5) 매우 큰 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(4) 호감이다,(3) 보통이다,(2) 거의 모른다,1.0,3.0,Real,5.0,,4.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0
0,15,2025-06-25 16:39:37.478,3,9-16,(2) 아니요,(5) 매우 확신한다,"(4) 모창 가수(실제 사람)가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(3) 보통이다,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 보통이다,(3) 보통이다,(4) 꽤 잘 안다,0.0,5.0,Other,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0
0,15,2025-06-25 16:39:37.478,4,9-16,(2) 아니요,(5) 매우 확신한다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(3) 보통이다,(5) 매우 큰 영향을 미침,(5) 매우 큰 영향을 미침,(1) 전혀 영향을 미치지 않음,(5) 매우 큰 영향을 미침,(5) 매우 큰 영향을 미침,(3) 다소 영향을 미침,(3) 보통이다,(3) 보통이다,(2) 거의 모른다,0.0,5.0,AI,1.0,3.0,3.0,3.0,2.0,5.0,5.0,1.0,5.0,5.0,3.0
1,10,2025-06-25 17:02:19.648,1,9-16,(2) 아니요,(3) 보통이다,"(5) 실제 가수가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(2) 별로 확신하지 않는다,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(5) 매우 호감이다,(2) 거의 들어본 적 없다,(3) 보통이다,0.0,3.0,Real,5.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0
1,10,2025-06-25 17:02:19.648,2,9-16,(2) 아니요,(3) 보통이다,"(4) 모창 가수(실제 사람)가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(3) 보통이다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 보통이다,(4) 자주 듣는다,(4) 꽤 잘 안다,0.0,3.0,Other,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0
1,10,2025-06-25 17:02:19.648,3,9-16,(1) 예,(4) 꽤 확신한다,(2) MIDI 기반 음성 합성 엔진(예:보컬로이드) 를 이용해 생선된 음원으로 보인다.,(3) 보통이다,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 보통이다,(2) 거의 들어본 적 없다,(3) 보통이다,1.0,4.0,AI,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0
1,10,2025-06-25 17:02:19.648,4,9-16,(2) 아니요,(4) 꽤 확신한다,"(3) 모창 가수(실제 사람)가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(3) 보통이다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(2) 불쾌하다,(4) 자주 듣는다,(4) 꽤 잘 안다,0.0,4.0,Other,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
2,16,2025-06-25 17:07:12.228,1,9-16,(2) 아니요,(5) 매우 확신한다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(3) 보통이다,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(2) 거의 영향을 미치지 않음,(4) 상당한 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(2) 불쾌하다,(5) 매우 자주 듣는다,(4) 꽤 잘 안다,0.0,5.0,AI,1.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0
2,16,2025-06-25 17:07:12.228,2,9-16,(2) 아니요,(4) 꽤 확신한다,"(3) 모창 가수(실제 사람)가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(2) 별로 확신하지 않는다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(4) 상당한 영향을 미침,(2) 거의 영향을 미치지 않음,(4) 상당한 영향을 미침,(3) 보통이다,(5) 매우 자주 듣는다,(3) 보통이다,0.0,4.0,Other,3.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0
2,16,2025-06-25 17:07:12.228,3,9-16,(2) 아니요,(5) 매우 확신한다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(2) 별로 확신하지 않는다,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(2) 거의 영향을 미치지 않음,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(4) 호감이다,(5) 매우 자주 듣는다,(4) 꽤 잘 안다,0.0,5.0,AI,1.0,2.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0
2,16,2025-06-25 17:07:12.228,4,9-16,(2) 아니요,(5) 매우 확신한다,"(5) 실제 가수가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(1) 전혀 확신하지 않는다,(4) 상당한 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(2) 거의 영향을 미치지 않음,(4) 상당한 영향을 미침,(4) 호감이다,(5) 매우 자주 듣는다,(3) 보통이다,0.0,5.0,Real,5.0,1.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0
3,13,2025-07-01 11:21:42.741,1,9-16,(1) 예,(4) 꽤 확신한다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(4) 꽤 확신한다,(4) 상당한 영향을 미침,(1) 전혀 영향을 미치지 않음,(4) 상당한 영향을 미침,(5) 매우 큰 영향을 미침,(2) 거의 영향을 미치지 않음,(4) 상당한 영향을 미침,(2) 불쾌하다,(2) 거의 들어본 적 없다,(2) 거의 모른다,1.0,4.0,AI,1.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,2.0,4.0
3,13,2025-07-01 11:21:42.741,2,9-16,(2) 아니요,(5) 매우 확신한다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(3) 보통이다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(5) 매우 큰 영향을 미침,(2) 거의 영향을 미치지 않음,(4) 상당한 영향을 미침,(2) 불쾌하다,,,0.0,5.0,AI,1.0,3.0,2.0,,,3.0,3.0,3.0,5.0,2.0,4.0
3,13,2025-07-01 11:21:42.741,3,9-16,(2) 아니요,(5) 매우 확신한다,"(4) 모창 가수(실제 사람)가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(4) 꽤 확신한다,(5) 매우 큰 영향을 미침,(5) 매우 큰 영향을 미침,(5) 매우 큰 영향을 미침,(5) 매우 큰 영향을 미침,(1) 전혀 영향을 미치지 않음,(4) 상당한 영향을 미침,(4) 호감이다,(2) 거의 들어본 적 없다,(2) 거의 모른다,0.0,5.0,Other,4.0,4.0,4.0,2.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0
3,13,2025-07-01 11:21:42.741,4,9-16,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,2025-07-01 11:24:24.327,1,9-16,(2) 아니요,(2) 별로 확신하지 않는다,"(6) 실제 가수가 부른 후, 후처리(후보정)를 거쳐 제작된 음원으로 보인다.",(1) 전혀 확신하지 않는다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(3) 다소 영향을 미침,(2) 거의 영향을 미치지 않음,(4) 상당한 영향을 미침,(4) 호감이다,(3) 보통이다,(4) 꽤 잘 안다,0.0,2.0,Real,6.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0
4,10,2025-07-01 11:24:24.327,2,9-16,(2) 아니요,(2) 별로 확신하지 않는다,(1) 딥러닝 기반 AI 음성 합성 기술로 생성된 음원으로 보인다.,(2) 별로 확신하지 않는다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(4) 상당한 영향을 미침,(5) 매우 큰 영향을 미침,(4) 상당한 영향을 미침,(4) 상당한 영향을 미침,(3) 보통이다,(5) 매우 자주 듣는다,(4) 꽤 잘 안다,0.0,2.0,AI,1.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0
4,10,2025-07-01 11:24:24.327,3,9-16,(2) 아니요,(4) 꽤 확신한다,"(5) 실제 가수가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(2) 별로 확신하지 않는다,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(3) 다소 영향을 미침,(5) 매우 큰 영향을 미침,(2) 거의 영향을 미치지 않음,(4) 상당한 영향을 미침,(3) 보통이다,(3) 보통이다,(4) 꽤 잘 안다,0.0,4.0,Real,5.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,4.0
4,10,2025-07-01 11:24:24.327,4,9-16,(2) 아니요,(2) 별로 확신하지 않는다,"(5) 실제 가수가 부른 후, 별도의 후처리(후보정) 없이 라이브로 녹음한 음원으로 보인다.",(4) 꽤 확신한다,(5) 매우 큰 영향을 미침,(5) 매우 큰 영향을 미침,(3) 다소 영향을 미침,(5) 매우 큰 영향을 미침,(4) 상당한 영향을 미침,(5) 매우 큰 영향을 미침,(4) 호감이다,(5) 매우 자주 듣는다,(4) 꽤 잘 안다,0.0,2.0,Real,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0
