subject_id,condition,relative_alpha,rsmr,engagement_index,duration_s,n_markers,delta,theta,alpha,smr,beta,low_beta,high_beta,delta_relative,theta_relative,alpha_relative,smr_relative,beta_relative,low_beta_relative,high_beta_relative,epoch_ra_mean,epoch_ra_std,epoch_rsmr_mean,epoch_rsmr_std,epoch_ei_mean,epoch_ei_std,n_epochs
sub-25_07_06_3_3_ses-S001_task-Default_run-001_eeg,Treatment,0.011674721693783141,0.5397387046324409,0.045751893871139336,1699.28,8,3.0734360958527506e-07,3.905354201244158e-08,1.1810757899798662e-08,6.315594484644137e-09,2.3271380514146175e-09,3.707570181000356e-09,1.2918139542253134e-09,0.8265257172410625,0.10502498121302643,0.031762154278932926,0.016984251822473182,0.006258270505965282,0.009970606212401666,0.003474018726137994,-0.29044086330053,0.3007320638755369,0.46520163322582975,0.16925506047827335,0.04534915220125396,0.028226050060601915,8.0
sub-25_07_06_4_4_ses-S001_task-Default_run-001_eeg,Neutral,0.7980638089136889,0.42062133333979784,0.02250294354423494,1000.7633333333333,1,3.327921619127334e-09,1.613663782534725e-10,2.561649722813521e-11,1.1261045049615323e-11,4.2076650907013295e-12,5.92701742704464e-12,2.918150838443847e-12,0.9402984694308569,0.04559378971465351,0.007237896769369104,0.0031817887066468396,0.001188868458296681,0.0016746684726311302,0.0008245184475458441,-0.12573881260580677,0.0,0.7471679267448765,0.0,0.036558598063652185,0.0,1.0
sub-25_07_06_4_4_ses-S001_task-Default_run-001_eeg_old1,Neutral,-0.4668761904513765,0.4125327453104212,0.02251968889687562,15.026666666666667,0,1.4845000114041257e-09,5.955745242386822e-11,6.744092848951808e-12,2.5901073674143477e-12,1.4930901729260213e-12,1.8031290057046669e-12,1.2605610483420369e-12,0.9528556717410762,0.03822812792224572,0.004328829284274604,0.0016625116042435955,0.0009583694366884864,0.001157373989065477,0.0008091160224057433,,,,,,,
sub-25_07_06_5_5_ses-S001_task-Default_run-001_eeg,Treatment,-0.45119672339832206,0.5413055452789817,0.027365845465345415,1211.9033333333334,6,1.0059130274437747e-09,6.86402776361685e-11,9.773376196263368e-12,4.119938971266525e-12,2.1458559331514206e-12,2.70489858108589e-12,1.7265739472005678e-12,0.9186219430449876,0.06268381410022938,0.008925262509360344,0.0037624190558792274,0.0019596429244141136,0.0024701729896182663,0.001576745375510998,-0.7342512752210677,0.05751996487099054,0.5034984066452733,0.06697239476168389,0.023183892609829268,0.004580734766438976,6.0
sub-25_07_11_1_1_ses-S001_task-Default_run-001_eeg_old1,Treatment,1.3150806078185333,0.5322844399135247,0.04428128846078702,1606.0433333333333,7,2.339849576799049e-09,9.138985474427509e-11,2.161692481491577e-11,1.2248391682862695e-11,5.0040858036851005e-12,7.419666063260445e-12,3.192400609003593e-12,0.9432135538953046,0.036840039008510336,0.008713968915410918,0.004937432373109682,0.0020171901654241348,0.0029909314109918526,0.001286884231248347,-0.057615266122793586,0.39382772173154945,0.5244036975149362,0.05240908786371562,0.054348940188171824,0.010508592016940101,7.0
sub-25_07_11_2_2_ses-S001_task-Default_run-001_eeg,Neutral,-0.059075951047276476,0.5480792209334449,0.022461510596516767,1490.0333333333333,7,1.7219148205840002e-08,1.720281691974937e-09,3.765277996379107e-10,1.5786510457185946e-10,4.709750861473892e-11,8.092969170757577e-11,2.1723371295111293e-11,0.8774726130648716,0.08766403851225046,0.0191875247422395,0.008044666563323258,0.0024000475202951084,0.004124105746014556,0.0011070038510055233,-0.248049344090665,0.19569008515746625,0.6734621066416293,0.13725638713974142,0.037410015437816614,0.018127034595944603,7.0
sub-25_07_11_3_3_ses-S001_task-Default_run-001_eeg,Treatment,-0.3425992917137215,0.44931445867933817,0.031849898784254815,1404.5333333333333,7,6.982420995400378e-09,4.3859441343762984e-10,9.474524670385689e-11,4.320122369234596e-11,1.6986814193135216e-11,2.602743854684479e-11,1.0206345927853024e-11,0.9172692609077822,0.05761743293869496,0.012446528571654677,0.005675274314266364,0.002231530082528561,0.0034191821625928864,0.0013407910224803156,-0.5061670737129944,0.05081272548381104,0.6102631877328911,0.05844320836957433,0.03129096723044205,0.0125028293785179,7.0
sub-25_07_12_2_2_ses-S001_task-Default_run-001_eeg,Neutral,-0.1597072654478744,0.5269157421120141,0.049526826564153394,2046.05,7,1.9742809877969062e-07,5.2467008567270404e-08,1.4417555717980605e-08,7.741576204673894e-09,3.312580215174595e-09,4.737960742917337e-09,2.2435448193675384e-09,0.6992359481742068,0.18582369333525442,0.05106301131971232,0.027418530651397228,0.011732246736800367,0.016780551972912863,0.007946017809715994,-0.48754305075265136,0.18367167085097838,0.52270173115987,0.06553632141844953,0.04282088894272397,0.006199892470361814,7.0
sub-25_07_12_3_3_ses-S001_task-Default_run-001_eeg,Treatment,0.050743243850064346,0.46522798404307,0.04438630436341621,1879.79,7,1.9648729133617023e-07,4.1849246350047184e-08,1.0397124357613828e-08,4.954549460651417e-09,2.3190233121141146e-09,3.296602808014727e-09,1.585838690188655e-09,0.7531432217313215,0.16040974461385038,0.03985257103492371,0.01899097553662129,0.008888904094909014,0.012636003289133262,0.006078579699240828,-0.45210344669838115,0.04916706539552389,0.6716262046242737,0.07753206432908401,0.04721349765469741,0.009087219099414642,7.0
sub-25_07_12_4_4_ses-S001_task-Default_run-001_eeg,Neutral,-0.641436454401493,1.0429944263350568,0.08796028134050943,1427.54,8,2.329152009848673e-10,2.8091563280773545e-11,7.214746215095869e-12,6.170061969304613e-12,3.1055529163517733e-12,3.53094164009015e-12,2.7865113735479907e-12,0.8206597501591019,0.0989785776372579,0.025420632922651468,0.02173976405483591,0.0109421895593869,0.01244101575135501,0.009818069915410817,-0.6566039105434931,0.404648794044343,0.793689957341712,0.22125159005681164,0.07762241928288059,0.04352826523608699,8.0
